,x,y
0,0.1700680272108843,0.04870120084358559
1,0.3401360544217687,0.09740254485423551
2,0.510204081632653,0.1461040057368615
3,0.6802721088435374,0.19480552993474723
4,0.8503401360544217,0.24350738569602845
5,1.020408163265306,0.2922094336660693
6,1.1904761904761905,0.340911890874371
7,1.3605442176870748,0.38961540762869673
8,1.530612244897959,0.4383177990605532
9,1.7006802721088434,0.48701860683579906
10,1.870748299319728,0.5357195789094686
11,2.040816326530612,0.584421307607606
12,2.2108843537414966,0.6331229794094428
13,2.380952380952381,0.6818242299877321
14,2.5510204081632653,0.7305254105331958
15,2.7210884353741496,0.779226861392525
16,2.891156462585033,0.8279283668587711
17,3.061224489795918,0.8766296961699592
18,3.2312925170068025,0.9253303677444462
19,3.401360544217687,0.9740306598027921
20,3.5714285714285707,1.0227309122701884
21,3.741496598639456,1.0714311694103966
22,3.91156462585034,1.1201315527924973
23,4.081632653061224,1.1688322797815558
24,4.2517006802721085,1.217533034595135
25,4.421768707482993,1.266233496160377
26,4.591836734693877,1.3149337957036944
27,4.761904761904762,1.3636342328397966
28,4.931972789115646,1.412334745555549
29,5.1020408163265305,1.461035154495435
30,5.272108843537414,1.5097357489616259
31,5.442176870748299,1.5584363927681733
32,5.612244897959183,1.6071369478094908
33,5.782312925170067,1.655837212876142
34,5.952380952380952,1.7045376999755433
35,6.122448979591836,1.7532382723296933
36,6.29251700680272,1.8019387438772765
37,6.462585034013605,1.8506392123946924
38,6.63265306122449,1.8993397953389248
39,6.802721088435374,1.9480403723324924
40,6.972789115646258,1.9967407029643398
41,7.1428571428571415,2.045441171271617
42,7.312925170068027,2.0941417526445627
43,7.482993197278911,2.142842344930341
44,7.653061224489795,2.1915426849070307
45,7.82312925170068,2.240243220237783
46,7.993197278911564,2.2889438003592693
47,8.163265306122447,2.3376442426398842
48,8.333333333333332,2.3863446465674336
