,x,y
0,0.1700680272108843,-0.9743677120166385
1,0.3401360544217687,-0.6970054438053529
2,0.510204081632653,-0.5441281250213621
3,0.6802721088435374,-0.44195099506957425
4,0.8503401360544217,-0.36735179056309275
5,1.020408163265306,-0.3100334245706617
6,1.1904761904761905,-0.26450445356220353
7,1.3605442176870748,-0.22748847464724395
8,1.530612244897959,-0.1968756516328123
9,1.7006802721088434,-0.1712259011017671
10,1.870748299319728,-0.14951288147397582
11,2.040816326530612,-0.13098116931727372
12,2.2108843537414966,-0.11505925973117889
13,2.380952380952381,-0.1013043516341461
14,2.5510204081632653,-0.08936683147846214
15,2.7210884353741496,-0.0789664431508429
16,2.891156462585033,-0.06987557446076852
17,3.061224489795918,-0.06190711135801107
18,3.2312925170068025,-0.054905723173665356
19,3.401360544217687,-0.04874121551150588
20,3.5714285714285707,-0.043303736582762715
21,3.741496598639456,-0.038500019751913125
22,3.91156462585034,-0.03425038104617313
23,4.081632653061224,-0.03048639433221385
24,4.2517006802721085,-0.02714907911278276
25,4.421768707482993,-0.024187354258111967
26,4.591836734693877,-0.02155680207064985
27,4.761904761904762,-0.019218699313289102
28,4.931972789115646,-0.017139217573088977
29,5.1020408163265305,-0.015288718721074509
30,5.272108843537414,-0.01364115957789982
31,5.442176870748299,-0.012173641870259995
32,5.612244897959183,-0.010865983154364451
33,5.782312925170067,-0.009700369002953527
34,5.952380952380952,-0.008661037786711744
35,6.122448979591836,-0.007734056285096108
36,6.29251700680272,-0.006907080707441919
37,6.462585034013605,-0.006169159907284533
38,6.63265306122449,-0.0055105746485684445
39,6.802721088435374,-0.004922695375265819
40,6.972789115646258,-0.0043978526990523965
41,7.1428571428571415,-0.003929219298820474
42,7.312925170068027,-0.0035107244055602093
43,7.482993197278911,-0.0031369637790680666
44,7.653061224489795,-0.0028031248077602655
45,7.82312925170068,-0.002504914729041459
46,7.993197278911564,-0.002238511273100599
47,8.163265306122447,-0.002000506366731969
48,8.333333333333332,-0.0017878590928525333
